[2024-10-16T13:32:12.971+0000] {local_task_job_runner.py:123} INFO - ::group::Pre task execution logs
[2024-10-16T13:32:12.980+0000] {taskinstance.py:2612} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: booking_scraping_dag.run_booking_scrapy manual__2024-10-16T13:32:12.314391+00:00 [queued]>
[2024-10-16T13:32:12.985+0000] {taskinstance.py:2612} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: booking_scraping_dag.run_booking_scrapy manual__2024-10-16T13:32:12.314391+00:00 [queued]>
[2024-10-16T13:32:12.985+0000] {taskinstance.py:2865} INFO - Starting attempt 1 of 1
[2024-10-16T13:32:12.993+0000] {taskinstance.py:2888} INFO - Executing <Task(BashOperator): run_booking_scrapy> on 2024-10-16 13:32:12.314391+00:00
[2024-10-16T13:32:12.999+0000] {standard_task_runner.py:104} INFO - Running: ['***', 'tasks', 'run', 'booking_scraping_dag', 'run_booking_scrapy', 'manual__2024-10-16T13:32:12.314391+00:00', '--job-id', '75', '--raw', '--subdir', 'DAGS_FOLDER/booking_dag.py', '--cfg-path', '/tmp/tmprukws2vk']
[2024-10-16T13:32:13.000+0000] {standard_task_runner.py:105} INFO - Job 75: Subtask run_booking_scrapy
[2024-10-16T13:32:13.000+0000] {logging_mixin.py:190} WARNING - /home/***/.local/lib/python3.12/site-packages/***/task/task_runner/standard_task_runner.py:70 DeprecationWarning: This process (pid=460) is multi-threaded, use of fork() may lead to deadlocks in the child.
[2024-10-16T13:32:13.001+0000] {standard_task_runner.py:72} INFO - Started process 463 to run task
[2024-10-16T13:32:13.023+0000] {task_command.py:467} INFO - Running <TaskInstance: booking_scraping_dag.run_booking_scrapy manual__2024-10-16T13:32:12.314391+00:00 [running]> on host 45f4dfcb0066
[2024-10-16T13:32:13.062+0000] {taskinstance.py:3131} INFO - Exporting env vars: AIRFLOW_CTX_DAG_EMAIL='21120576@student.hcmus.edu.vn' AIRFLOW_CTX_DAG_OWNER='cheep' AIRFLOW_CTX_DAG_ID='booking_scraping_dag' AIRFLOW_CTX_TASK_ID='run_booking_scrapy' AIRFLOW_CTX_EXECUTION_DATE='2024-10-16T13:32:12.314391+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='manual__2024-10-16T13:32:12.314391+00:00'
[2024-10-16T13:32:13.063+0000] {logging_mixin.py:190} INFO - Task instance is in running state
[2024-10-16T13:32:13.063+0000] {logging_mixin.py:190} INFO -  Previous state of the Task instance: queued
[2024-10-16T13:32:13.064+0000] {logging_mixin.py:190} INFO - Current task name:run_booking_scrapy state:running start_date:2024-10-16 13:32:12.980525+00:00
[2024-10-16T13:32:13.064+0000] {logging_mixin.py:190} INFO - Dag name:booking_scraping_dag and current dag run status:running
[2024-10-16T13:32:13.065+0000] {taskinstance.py:731} INFO - ::endgroup::
[2024-10-16T13:32:13.065+0000] {subprocess.py:63} INFO - Tmp dir root location: /tmp
[2024-10-16T13:32:13.068+0000] {subprocess.py:75} INFO - Running command: ['/usr/bin/bash', '-c', 'cd /opt/***/booking && scrapy crawl accommodation']
[2024-10-16T13:32:13.073+0000] {subprocess.py:86} INFO - Output:
[2024-10-16T13:32:13.977+0000] {subprocess.py:93} INFO - 2024-10-16 13:32:13.977 | DEBUG    | booking.spiders.BookingSpider:start_requests:43 - Constructed URL: https://www.booking.com/searchresults.en-gb.html?ss=Viet+Nam&checkin_year=&checkin_month=&checkin_monthday=&checkout_year=&checkout_month=&checkout_monthday=&no_rooms=1
[2024-10-16T13:32:19.794+0000] {subprocess.py:93} INFO - 2024-10-16 13:32:19.793 | SUCCESS  | booking.spiders.BookingSpider:parse_graphql_response:147 - Scraped 25 results from search pages
[2024-10-16T13:32:20.204+0000] {subprocess.py:93} INFO - 2024-10-16 13:32:20.203 | SUCCESS  | booking.spiders.BookingSpider:parse_graphql_response:147 - Scraped 25 results from search pages
[2024-10-16T13:32:20.423+0000] {subprocess.py:93} INFO - 2024-10-16 13:32:20.422 | SUCCESS  | booking.spiders.BookingSpider:parse_graphql_response:147 - Scraped 25 results from search pages
[2024-10-16T13:32:20.738+0000] {subprocess.py:93} INFO - 2024-10-16 13:32:20.738 | SUCCESS  | booking.spiders.BookingSpider:parse_graphql_response:147 - Scraped 25 results from search pages
[2024-10-16T13:32:20.893+0000] {subprocess.py:93} INFO - 2024-10-16 13:32:20.893 | SUCCESS  | booking.spiders.BookingSpider:parse_graphql_response:147 - Scraped 25 results from search pages
[2024-10-16T13:32:21.316+0000] {subprocess.py:93} INFO - 2024-10-16 13:32:21.316 | SUCCESS  | booking.spiders.BookingSpider:parse_graphql_response:147 - Scraped 25 results from search pages
[2024-10-16T13:32:21.372+0000] {subprocess.py:93} INFO - 2024-10-16 13:32:21.372 | SUCCESS  | booking.spiders.BookingSpider:parse_graphql_response:147 - Scraped 25 results from search pages
[2024-10-16T13:32:21.484+0000] {subprocess.py:93} INFO - 2024-10-16 13:32:21.484 | SUCCESS  | booking.spiders.BookingSpider:parse_graphql_response:147 - Scraped 25 results from search pages
[2024-10-16T13:32:21.538+0000] {subprocess.py:93} INFO - 2024-10-16 13:32:21.538 | SUCCESS  | booking.spiders.BookingSpider:parse_graphql_response:147 - Scraped 25 results from search pages
[2024-10-16T13:32:21.679+0000] {subprocess.py:93} INFO - 2024-10-16 13:32:21.679 | SUCCESS  | booking.spiders.BookingSpider:parse_graphql_response:147 - Scraped 25 results from search pages
[2024-10-16T13:32:21.839+0000] {subprocess.py:93} INFO - 2024-10-16 13:32:21.838 | SUCCESS  | booking.spiders.BookingSpider:parse_graphql_response:147 - Scraped 25 results from search pages
[2024-10-16T13:32:22.343+0000] {subprocess.py:93} INFO - 2024-10-16 13:32:22.343 | SUCCESS  | booking.spiders.BookingSpider:parse_graphql_response:147 - Scraped 25 results from search pages
[2024-10-16T13:32:22.345+0000] {subprocess.py:93} INFO - 2024-10-16 13:32:22.345 | SUCCESS  | booking.spiders.BookingSpider:parse_graphql_response:147 - Scraped 25 results from search pages
[2024-10-16T13:32:22.401+0000] {subprocess.py:93} INFO - 2024-10-16 13:32:22.401 | SUCCESS  | booking.spiders.BookingSpider:parse_graphql_response:147 - Scraped 25 results from search pages
[2024-10-16T13:32:22.647+0000] {subprocess.py:93} INFO - 2024-10-16 13:32:22.647 | SUCCESS  | booking.spiders.BookingSpider:parse_graphql_response:147 - Scraped 25 results from search pages
[2024-10-16T13:32:23.127+0000] {subprocess.py:93} INFO - 2024-10-16 13:32:23.126 | SUCCESS  | booking.spiders.BookingSpider:parse_graphql_response:147 - Scraped 25 results from search pages
[2024-10-16T13:32:23.638+0000] {subprocess.py:93} INFO - 2024-10-16 13:32:23.638 | SUCCESS  | booking.spiders.BookingSpider:parse_graphql_response:147 - Scraped 25 results from search pages
[2024-10-16T13:36:57.238+0000] {subprocess.py:93} INFO - 2024-10-16 13:36:57.238 | SUCCESS  | booking.spiders.BookingSpider:parse_graphql_response:147 - Scraped 25 results from search pages
