[2024-10-16T13:56:22.990+0000] {local_task_job_runner.py:123} INFO - ::group::Pre task execution logs
[2024-10-16T13:56:23.001+0000] {taskinstance.py:2612} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: booking_scraping_dag.run_booking_scrapy manual__2024-10-16T13:56:21.953502+00:00 [queued]>
[2024-10-16T13:56:23.007+0000] {taskinstance.py:2612} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: booking_scraping_dag.run_booking_scrapy manual__2024-10-16T13:56:21.953502+00:00 [queued]>
[2024-10-16T13:56:23.008+0000] {taskinstance.py:2865} INFO - Starting attempt 1 of 1
[2024-10-16T13:56:23.015+0000] {taskinstance.py:2888} INFO - Executing <Task(BashOperator): run_booking_scrapy> on 2024-10-16 13:56:21.953502+00:00
[2024-10-16T13:56:23.020+0000] {standard_task_runner.py:104} INFO - Running: ['***', 'tasks', 'run', 'booking_scraping_dag', 'run_booking_scrapy', 'manual__2024-10-16T13:56:21.953502+00:00', '--job-id', '82', '--raw', '--subdir', 'DAGS_FOLDER/booking_dag.py', '--cfg-path', '/tmp/tmpxmzt6ay9']
[2024-10-16T13:56:23.021+0000] {standard_task_runner.py:105} INFO - Job 82: Subtask run_booking_scrapy
[2024-10-16T13:56:23.023+0000] {logging_mixin.py:190} WARNING - /home/***/.local/lib/python3.12/site-packages/***/task/task_runner/standard_task_runner.py:70 DeprecationWarning: This process (pid=462) is multi-threaded, use of fork() may lead to deadlocks in the child.
[2024-10-16T13:56:23.023+0000] {standard_task_runner.py:72} INFO - Started process 463 to run task
[2024-10-16T13:56:23.049+0000] {task_command.py:467} INFO - Running <TaskInstance: booking_scraping_dag.run_booking_scrapy manual__2024-10-16T13:56:21.953502+00:00 [running]> on host 17d4be52502d
[2024-10-16T13:56:23.091+0000] {taskinstance.py:3131} INFO - Exporting env vars: AIRFLOW_CTX_DAG_EMAIL='21120576@student.hcmus.edu.vn' AIRFLOW_CTX_DAG_OWNER='cheep' AIRFLOW_CTX_DAG_ID='booking_scraping_dag' AIRFLOW_CTX_TASK_ID='run_booking_scrapy' AIRFLOW_CTX_EXECUTION_DATE='2024-10-16T13:56:21.953502+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='manual__2024-10-16T13:56:21.953502+00:00'
[2024-10-16T13:56:23.092+0000] {logging_mixin.py:190} INFO - Task instance is in running state
[2024-10-16T13:56:23.092+0000] {logging_mixin.py:190} INFO -  Previous state of the Task instance: queued
[2024-10-16T13:56:23.093+0000] {logging_mixin.py:190} INFO - Current task name:run_booking_scrapy state:running start_date:2024-10-16 13:56:23.001731+00:00
[2024-10-16T13:56:23.093+0000] {logging_mixin.py:190} INFO - Dag name:booking_scraping_dag and current dag run status:running
[2024-10-16T13:56:23.093+0000] {taskinstance.py:731} INFO - ::endgroup::
[2024-10-16T13:56:23.093+0000] {subprocess.py:63} INFO - Tmp dir root location: /tmp
[2024-10-16T13:56:23.094+0000] {subprocess.py:75} INFO - Running command: ['/usr/bin/bash', '-c', 'cd /opt/***/booking && scrapy crawl accommodation']
[2024-10-16T13:56:23.101+0000] {subprocess.py:86} INFO - Output:
[2024-10-16T13:56:24.050+0000] {subprocess.py:93} INFO - 2024-10-16 13:56:24.049 | DEBUG    | booking.spiders.BookingSpider:start_requests:43 - Constructed URL: https://www.booking.com/searchresults.en-gb.html?ss=Viet+Nam&checkin_year=&checkin_month=&checkin_monthday=&checkout_year=&checkout_month=&checkout_monthday=&no_rooms=1
[2024-10-16T13:56:32.955+0000] {subprocess.py:93} INFO - 2024-10-16 13:56:32.955 | SUCCESS  | booking.spiders.BookingSpider:parse_graphql_response:147 - Scraped 25 results from search pages
[2024-10-16T13:56:33.403+0000] {subprocess.py:93} INFO - 2024-10-16 13:56:33.403 | SUCCESS  | booking.spiders.BookingSpider:parse_graphql_response:147 - Scraped 25 results from search pages
[2024-10-16T13:56:33.524+0000] {subprocess.py:93} INFO - 2024-10-16 13:56:33.524 | SUCCESS  | booking.spiders.BookingSpider:parse_graphql_response:147 - Scraped 25 results from search pages
[2024-10-16T13:56:33.680+0000] {subprocess.py:93} INFO - 2024-10-16 13:56:33.680 | SUCCESS  | booking.spiders.BookingSpider:parse_graphql_response:147 - Scraped 25 results from search pages
[2024-10-16T13:56:33.888+0000] {subprocess.py:93} INFO - 2024-10-16 13:56:33.888 | SUCCESS  | booking.spiders.BookingSpider:parse_graphql_response:147 - Scraped 25 results from search pages
[2024-10-16T13:56:33.899+0000] {subprocess.py:93} INFO - 2024-10-16 13:56:33.899 | SUCCESS  | booking.spiders.BookingSpider:parse_graphql_response:147 - Scraped 25 results from search pages
[2024-10-16T13:56:34.039+0000] {subprocess.py:93} INFO - 2024-10-16 13:56:34.039 | SUCCESS  | booking.spiders.BookingSpider:parse_graphql_response:147 - Scraped 25 results from search pages
[2024-10-16T13:56:34.246+0000] {subprocess.py:93} INFO - 2024-10-16 13:56:34.245 | SUCCESS  | booking.spiders.BookingSpider:parse_graphql_response:147 - Scraped 25 results from search pages
[2024-10-16T13:56:34.338+0000] {subprocess.py:93} INFO - 2024-10-16 13:56:34.338 | SUCCESS  | booking.spiders.BookingSpider:parse_graphql_response:147 - Scraped 25 results from search pages
[2024-10-16T13:56:34.522+0000] {subprocess.py:93} INFO - 2024-10-16 13:56:34.521 | SUCCESS  | booking.spiders.BookingSpider:parse_graphql_response:147 - Scraped 25 results from search pages
[2024-10-16T13:56:34.603+0000] {subprocess.py:93} INFO - 2024-10-16 13:56:34.603 | SUCCESS  | booking.spiders.BookingSpider:parse_graphql_response:147 - Scraped 25 results from search pages
[2024-10-16T13:56:34.610+0000] {subprocess.py:93} INFO - 2024-10-16 13:56:34.610 | SUCCESS  | booking.spiders.BookingSpider:parse_graphql_response:147 - Scraped 25 results from search pages
[2024-10-16T13:56:34.616+0000] {subprocess.py:93} INFO - 2024-10-16 13:56:34.616 | SUCCESS  | booking.spiders.BookingSpider:parse_graphql_response:147 - Scraped 25 results from search pages
[2024-10-16T13:56:34.784+0000] {subprocess.py:93} INFO - 2024-10-16 13:56:34.784 | SUCCESS  | booking.spiders.BookingSpider:parse_graphql_response:147 - Scraped 25 results from search pages
[2024-10-16T13:56:35.265+0000] {subprocess.py:93} INFO - 2024-10-16 13:56:35.264 | SUCCESS  | booking.spiders.BookingSpider:parse_graphql_response:147 - Scraped 25 results from search pages
[2024-10-16T13:56:35.357+0000] {subprocess.py:93} INFO - 2024-10-16 13:56:35.357 | SUCCESS  | booking.spiders.BookingSpider:parse_graphql_response:147 - Scraped 25 results from search pages
[2024-10-16T13:56:37.123+0000] {subprocess.py:93} INFO - 2024-10-16 13:56:37.121 | SUCCESS  | booking.spiders.BookingSpider:parse_graphql_response:147 - Scraped 25 results from search pages
[2024-10-16T14:00:47.863+0000] {subprocess.py:93} INFO - 2024-10-16 14:00:47.863 | SUCCESS  | booking.spiders.BookingSpider:parse_graphql_response:147 - Scraped 25 results from search pages
